id,forecast_zone,danger_below_treeline,danger_at_treeline,danger_above_treeline,danger_rating,danger_level_text,start_date,end_date,avalanche_problems
109381,Mt Hood,1,1,1,1,low,2022-03-25T01:30:00+00:00,2022-03-26T01:30:00+00:00,"[{'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 1, 'likelihood': 'unlikely', 'size': ['1', '1'], 'aspect': ['north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
109323,Mt Hood,1,2,2,2,moderate,2022-03-24T01:30:00+00:00,2022-03-25T01:30:00+00:00,"[{'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
109245,Mt Hood,2,2,2,2,moderate,2022-03-23T01:30:00+00:00,2022-03-24T01:30:00+00:00,"[{'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
109186,Mt Hood,2,3,3,3,considerable,2022-03-22T01:30:00+00:00,2022-03-23T01:30:00+00:00,"[{'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
109113,Mt Hood,2,3,3,3,considerable,2022-03-21T01:30:00+00:00,2022-03-22T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
109045,Mt Hood,2,2,2,2,moderate,2022-03-20T01:30:00+00:00,2022-03-21T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
108979,Mt Hood,2,3,3,3,considerable,2022-03-19T01:38:00+00:00,2022-03-20T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
108903,Mt Hood,1,2,2,2,moderate,2022-03-18T01:30:00+00:00,2022-03-19T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1.5', '2.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
108833,Mt Hood,1,2,2,2,moderate,2022-03-17T01:30:00+00:00,2022-03-18T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1.5', '2.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
108771,Mt Hood,2,2,3,3,considerable,2022-03-16T01:30:00+00:00,2022-03-17T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1.5', '2.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest lower', 'northwest middle', 'northeast middle'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
108695,Mt Hood,3,3,3,3,considerable,2022-03-15T01:30:00+00:00,2022-03-16T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1.5', '2.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
108631,Mt Hood,3,3,3,3,considerable,2022-03-14T01:30:00+00:00,2022-03-15T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1.5', '2.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
108547,Mt Hood,3,3,4,4,high,2022-03-13T02:00:00+00:00,2022-03-14T01:30:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['1.5', '2.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
108465,Mt Hood,1,1,1,1,low,2022-03-12T02:00:00+00:00,2022-03-13T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
108396,Mt Hood,1,1,2,2,moderate,2022-03-11T02:05:00+00:00,2022-03-12T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
108318,Mt Hood,1,2,2,2,moderate,2022-03-10T02:00:00+00:00,2022-03-11T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north upper', 'north middle', 'north lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
108254,Mt Hood,2,2,2,2,moderate,2022-03-09T02:01:00+00:00,2022-03-10T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
108184,Mt Hood,1,2,2,2,moderate,2022-03-08T02:00:00+00:00,2022-03-09T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
108116,Mt Hood,1,1,1,1,low,2022-03-07T02:00:00+00:00,2022-03-08T02:00:00+00:00,[]
108051,Mt Hood,1,1,1,1,low,2022-03-06T02:00:00+00:00,2022-03-07T02:00:00+00:00,"[{'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['east upper', 'east middle', 'east lower', 'southeast upper', 'southeast middle', 'southeast lower', 'south upper', 'south middle', 'south lower', 'southwest upper', 'southwest middle', 'southwest lower', 'west upper', 'west middle', 'west lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
107976,Mt Hood,1,1,2,2,moderate,2022-03-05T02:00:00+00:00,2022-03-06T02:00:00+00:00,"[{'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['east upper', 'east middle', 'east lower', 'southeast upper', 'southeast middle', 'southeast lower', 'south upper', 'south middle', 'south lower', 'southwest upper', 'southwest middle', 'southwest lower', 'west upper', 'west middle', 'west lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}, {'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
107905,Mt Hood,1,1,2,2,moderate,2022-03-04T02:00:00+00:00,2022-03-05T02:00:00+00:00,"[{'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['east upper', 'east middle', 'east lower', 'southeast upper', 'southeast middle', 'southeast lower', 'south upper', 'south middle', 'south lower', 'southwest upper', 'southwest middle', 'southwest lower', 'west upper', 'west middle', 'west lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
107835,Mt Hood,1,1,2,2,moderate,2022-03-03T02:00:00+00:00,2022-03-04T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'south middle', 'southeast middle', 'east middle', 'northeast middle', 'north middle', 'northwest middle', 'west middle', 'southwest middle'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
107773,Mt Hood,2,2,2,2,moderate,2022-03-02T02:00:00+00:00,2022-03-03T02:00:00+00:00,"[{'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 1, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}, {'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1.5'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'southwest middle', 'southeast middle', 'south middle', 'east middle', 'northeast middle', 'north middle', 'northwest middle', 'west middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
